"POBLACION DEL COMERCIO","NOMBRE DEL COMERCIO","Zona","Tipo"
"ZAPOPAN ","MAS KOTA GUAD I",4,4
"ZAPOPAN ","SORIANA",4,4
"TLAQUEPAQUE","SAU8003152B5 GAS",4,4
"GUADALAJARA","CINEPOLIS",4,4
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"TONALA ","ROLCAR",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","COM EREC",4,4
"ZAPOPAN ","MARTI",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN","LOB",4,4
"MEXICO DF","BURO DE CREDITO",4,4
"GUADALAJARA","WALDOS6618GUADALAJARAC",4,4
"GUADALAJARA","FARMS ABC",4,4
"GUADALAJARA","SORIANA",4,4
"GUADALAJARA","TELCEL",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"MEXICO DF","SANBORNS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"CIHUATLAN ","LA HERRADURA",4,4
"ZAPOPAN","GIGANTE",2,2
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","7 CHEDRAUI",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","SIAPA",4,4
"MONTERREY","NIC MEXICO",4,4
"GUADALAJARA","7 CHEDRAUI",4,4
"GUADALAJARA","ZAFIRO COLECCION",4,4
"ZAPOPAN","TELCEL",4,4
"APODACA NL","EXPENDEDORA DE BTOS II",4,4
"MONTERREY","RECEP HAMPTON INN",4,4
"GUADALAJARA","BENAVIDES",4,4
"GUADALAJARA","SORIANA",4,4
"GUADALAJARA","TELCEL",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","SUBURBIA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","GSZ9708132P5 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","BENAVIDES",4,4
"GUADALAJARA","STARBUCKS",4,4
"MEXICO DF","SAMS",4,4
"GUADALAJARA","BOL GUADALAJARA",4,4
"ZAPOPAN","ZAP DIONE PLAZA PATRIA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","TOU000718SG4 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","BENAVIDES",4,4
"GUADALAJARA","CINEPOLIS",4,4
"GUADALAJARA","TELCEL",4,4
"GUADALAJARA","WALMART",3,3
"MEXICO DF","TELMEX",4,4
"MEXICO DF","AIG1 MEX 01800 0064200",4,4
"MEXICO DF","AIG1 MEX 01800 0064200",4,4
"ZAPOPAN ","SORIANA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"PTO VALLARTA","ETN",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","TELCEL",4,4
"GUADALAJARA","FABRICAS DE FRANCIA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN ","DIST JUGUETRON GALGUA1",4,4
"ZAPOPAN ","SORIANA",4,4
"ZAPOPAN ","FABRICAS DE FRANCIA",4,4
"MEXICO DF","USANA MEXICO",4,4
"GUADALAJARA","ROJO SANDIA",4,4
"GUADALAJARA","JOM METODOS GUA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","TUR050706DA1 GAS",4,4
"","*** SU PAGO GRACIAS ***",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"MORELIA","CINEPOLIS",4,4
"GUADALAJARA","EL FAROLITO 1",4,4
"GUADALAJARA","WALMART",3,3
"ZAPOPAN ","VIPS",4,4
"TLAQUEPAQUE","HOME DEPOT",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","CAS000831GQ5 GAS",4,4
"MEXICO DF","SKY RETENCIONES",4,4
"GUADALAJARA","WALDOS6607GDLJUANMANUE",4,4
"TONALA","FARM GUADALAJARA",4,4
"ZAPOPAN ","MCA0204155U3 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","MARISENS",4,4
"GUADALAJARA","BENAVIDES",4,4
"GUADALAJARA","PAPILLON",4,4
"GUADALAJARA","UAG7806127I8 GAS",4,4
"MEXICO DF","BURO DE CREDITO",4,4
"GUADALAJARA","PAPELERIA FUNCIONAL",4,4
"GUADALAJARA","BENAVIDES",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"TLAJOMULCO D","SAM S PALOMAR",4,4
"GUADALAJARA","WALMART",3,3
"ZAPOPAN ","LIVERPOOL",4,4
"ZAPOPAN","GOC 930330 1F4 GAS",4,4
"ESCOBEDO NL","SORIANA",4,4
"MEXICO DF","SKY TV DC",4,4
"MONTERREY","JULIO CEPEDA JUGUETERI",4,4
"MONTERREY","JULIO CEPEDA JUGUETERI",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"MONTERREY","MARY KAY COSMET MEX 01",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN","GSZ9708132P5 GAS",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","ZOOLOGICO GUADAL 5",4,4
"ZAPOPAN ","HOME DEPOT",4,4
"GUADALAJARA","GIGANTE",2,2
"ZAPOPAN ","7 ELEVEN",4,4
"GUADALAJARA","PAPELERIA MV",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","TENIS WALDO",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"TLAJOMULCO D","BODEGA AURRERA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","AMERCIAN STUDIOS",4,4
"CHAPALA ","SORIANA",4,4
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","BOLERAMA TAPATIO CALMA",4,4
"MONTERREY","MARY KAY COSMET MEX 01",4,4
"ZAPOPAN ","FABRICAS DE FRANCIA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","MCA020415FY9 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","MIXUP CENTRO MAGNO",4,4
"MEXICO DF","INTERJET",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","TELCEL",4,4
"GUADALAJARA","SANBORNS",4,4
"TONALA ","WALMART",3,3
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"TLAJOMULCO D","FARM GUADALAJARA",4,4
"ZAPOPAN","GIGANTE",2,2
"ZAPOPAN","GIGANTE",2,2
"GUADALAJARA","SEARS",4,4
"GUADALAJARA","SANTORY GUADALAJARA",4,4
"TALA ","FARM GUADALAJARA",4,4
"GUADALAJARA","COMSISA",4,4
"ZAPOPAN ","LIVERPOOL",4,4
"SANTA CATARIN","AXTEL",4,4
"GUADALAJARA","TELCEL",4,4
"ZAPOPAN ","CABLEVISION",4,4
"TLAJOMULCO D","WALMART",3,3
"GUADALAJARA","7 ELEVEN",4,4
"ZAPOPAN","SUPER LA PLAYA",4,4
"ZAPOPAN","GIGANTE",2,2
"GUADALAJARA","GIGANTE",2,2
"TONALA ","FARM GUADALAJARA",4,4
"ZAPOPAN","GIGANTE",2,2
"ZAPOPAN ","SORIANA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","LA MZ TDA NATURISTA",4,4
"TLAQUEPAQUE","EEN0310271G7 GAS",4,4
"ZAPOPAN ","STE970924PP4 GAS",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"TLAJOMULCO D","WALMART",3,3
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","BODEGA AURRERA",4,4
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","MR CD AV MEXICO",4,4
"ZAPOPAN","GIGANTE",2,2
"MORELIA","CINEPOLIS",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","FARM ABC",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","SAC680430JP6 GAS",4,4
"GUADALAJARA","7 CHEDRAUI",4,4
"GUADALAJARA","BENAVIDES",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","HOTEL ABASTOS",4,4
"ZAPOPAN ","WALMART",3,3
"ZAPOPAN","SUPER LA PLAYA",4,4
"MEXICO DF","SKY TV DC",4,4
"ZAPOPAN","BERSHKA PZA DEL SOL",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","OVI CAFE",4,4
"ZAPOPAN ","SAMS",4,4
"MEXICO DF","O DE M",4,4
"LEON","VINATERIA LOS ANDES",4,4
"GUADALAJARA","WALMART",3,3
"ZAPOPAN ","TELAS PARISINA",4,4
"GUADALAJARA","SAMS",4,4
"GUADALAJARA","CINEPOLIS",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN ","BODEGA AURRERA",4,4
"ZINAPECUARO M","CASETA ZINAPECUARO",4,4
"PANINDICUARO","CASETA PANINDICUARO",4,4
"GUADALAJARA","GIGANTE",2,2
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","MUEB AMERICA INDUSTRIA",4,4
"GUADALAJARA","SUPER LA PLAYA",4,4
"FRESNILLO ZAC","BODEGA AURRERA",4,4
"FRESNILLO ZAC","BODEGA AURRERA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN ","BENAVIDES",4,4
"ZAPOPAN ","BENAVIDES",4,4
"TLAQUEPAQUE","SAU8003152B5 GAS",4,4
"GUADALAJARA","SUPER LA PLAYA",4,4
"GUADALAJARA","BONN PASS",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","FERRETERIA NUEVO CISNE",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","MGA060309HX1 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","FARM GUADALAJARA",4,4
"PTO VALLARTAR","HOT PRESID INTERCONT",4,4
"ZAPOPAN ","LIVERPOOL",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","TELCEL",4,4
"TLAJOMULCO D","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","PSE6602015CA GAS",4,4
"GUADALAJARA","7 CHEDRAUI",4,4
"PTO VALLARTAR","REST BAR PLAYA",4,4
"GUADALAJARA","WALMART",3,3
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","TELAS PARISINA",4,4
"ZAPOPAN","GIGANTE",2,2
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","LOB",4,4
"MEXICO DF","MEX INFOVISA CC",4,4
"MEXICO DF","SEG ING",4,4
"MEXICO DF","SEG ING",4,4
"GUADALAJARA","EL INFORMADOR",4,4
"GUADALAJARA","EL INFORMADOR",4,4
"GUADALAJARA","SORIANA",4,4
"GUADALAJARA","TU OTRO YO PERFUME",4,4
"MEXICO DF","AIG1 MEX 01800 0064200",4,4
"MEXICO DF","AIG1 MEX 01800 0064200",4,4
"MEXICO DF","EGO NET RENTAS",4,4
"TLAJOMULCO D","REST LOS TRES POTRILLO",4,4
"ZAPOPAN ","WALMART",3,3
"GUADALAJARA","CERRAJES MEXICO",4,4
"GUADALAJARA","LIMON",4,4
"ZAPOPAN ","TELAS PARISINA",4,4
"ZAPOPAN ","SANTA MONICA TEXTIL",4,4
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","FLOSOL MOTORS",4,4
"GUADALAJARA","FLOSOL MOTORS",4,4
"TARETAN MICH","CASETA TARETAN",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"MORELIA","FARM GUADALAJARA",4,4
"GUADALAJARA","LA CASA 8A",4,4
"GUADALAJARA","KINDERS MANNYS",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN","COMERCIAL MEXICANA",4,4
"TONALA ","FARM GUADALAJARA",4,4
"GUADALAJARA","ATLETICA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","CABLEVISION",4,4
"MEXICO DF","PROMOJUEGOS DE MEXICO",4,4
"MEXICO DF","TELMEX",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"ZAPOPAN","ANDREA",4,4
"GUADALAJARA","LAB CLINICO",4,4
"ZAPOPAN","NO PROBLEM PZA PATRIA",4,4
"GUADALAJARA","GIGANTE",2,2
"ZAPOPAN ","ARELI REG",4,4
"ZAPOPAN ","SPA0302275M5 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"TLAJOMULCO D","FARM GUADALAJARA",4,4
"ZAPOPAN","SEARS",4,4
"GUADALAJARA","MGA060309HX1 GAS",4,4
"TLAQUEPAQUE","REST EL PATIO",4,4
"ZAPOPAN","LAILA INTIMA",4,4
"ZAPOPAN ","SUBURBIA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","ATLETICA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","JYX",4,4
"GUADALAJARA","MULTI EMOTION E PZAAL",4,4
"GUADALAJARA","MULTI EMOTION E PZAAL",4,4
"GUADALAJARA","GVI660404PD1 GAS",4,4
"ZAPOPAN ","CABLEVISION",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","VIPS",4,4
"LEON","BARA LOS CASTILLOS",4,4
"LEON","DEL SOL SUC 109",4,4
"LEON","SORIANA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","SORIANA",4,4
"LEON","COMERCIAL MEXICANA",4,4
"MEXICO DF","MAS TV SENAL CAB",4,4
"LEON","SGM950714DC2 GAS",4,4
"LEON","PLATERIA ZAMUDIO",4,4
"LEON","SGR021007138 GAS",4,4
"LEON","HOME DEPOT",4,4
"LEON","SSJ0011225G3 GAS",4,4
"LEON","ZAP 3 HNOS CATALEO 6M",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","WALMART",3,3
"LEON","SAMS",4,4
"MEXICO DF","NEXTEL",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","ANDREA",4,4
"LEON","SAMS",4,4
"SILAO","BODEGA AURRERA",4,4
"LEON","REFAC Y AFIN CARRERAS",4,4
"SILAO","BARA CONST SAN JUAN",4,4
"MEXICO DF","EDICIONES CULTRALES IN",4,4
"LEON","ALM DE CALZADO ANGEL",4,4
"LEON","SAN JORGE",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","WALMART",3,3
"LEON","ISSEG",4,4
"LEON","SAN JORGE",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","BARA SATURNO",4,4
"LEON","EMYCO PZA MAYOR",4,4
"LEON","SORIANA",4,4
"LEON","WALMART",3,3
"LEON","H E B",4,4
"LEON","H E B",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","SORIANA",4,4
"LEON","F I LEON RECEP",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","LA CASA DEL BANO",4,4
"MEXICO DF","MAS TV SENAL CAB",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","SORIANA",4,4
"MEXICO DF","7 CHEDRAUI",4,4
"LEON","SFO04012933A GAS",4,4
"LEON","EST020619E13 GAS",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","AUTOZONE 7088",4,4
"","*** SU PAGO GRACIAS ***",4,4
"LEON","WALMART",3,3
"LEON","SGM950714DC2 GAS",4,4
"LEON","WALMART",3,3
"LEON","FARM GUADALAJARA",4,4
"BAHIA DE BAND","GOC9303301F4 GAS",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","CALZADO CHABELO",4,4
"LEON","7 CHEDRAUI",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","SANBORNS",4,4
"LEON","SORIANA",4,4
"LEON","BODEGA AURRERA",4,4
"","*** SU PAGO GRACIAS ***",4,4
"LEON","MC DONALD S PZA ZAPATO",4,4
"LEON","MC DONALD S PZA ZAPATO",4,4
"LEON","SVE960510280 GAS",4,4
"LEON","WALMART",3,3
"LEON","FARM GUADALAJARA",4,4
"MEXICO DF","SEGU BBVA RESEG CANCER",4,4
"LEON","CCP981009LH7 GAS",4,4
"LEON","KOP940610D11 GAS",4,4
"LEON","BLOCKBUSTER",4,4
"LEON","COMERCIAL MEXICANA",4,4
"LEON","COMERCIAL MEXICANA",4,4
"LEON","LIVERPOOL",4,4
"LEON","LIVERPOOL",4,4
"LEON","LIVERPOOL",4,4
"LEON","TELAS PARISINA",4,4
"LEON","ORTHO DENT",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","FARM GUADALAJARA",4,4
"MEXICO DF","SKY RETENCIONES",4,4
"LEON","COMERCIAL MEXICANA",4,4
"LEON","COMERCIAL MEXICANA",4,4
"LEON","HOSP DEL BAJIO",4,4
"LEON","SISTEMA INTEGRAL HOSP",4,4
"LEON","SGM950714DC2 GAS",4,4
"LEON","GPO FLECHA AMARILLA",4,4
"LEON","GANDHI LEON",4,4
"LEON","COMERCIAL MEXICANA",4,4
"LEON","COMERCIAL MEXICANA",4,4
"LEON","COMERCIAL MEXICANA",4,4
"LEON","CCP981009LH7 GAS",4,4
"LEON","WALMART",3,3
"LEON","SLN840412JD4 GAS",4,4
"LEON","SSJ000613P72 GAS",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","WALMART",3,3
"LEON","BODEGA AURRERA",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","QUICK LEARNING",4,4
"LEON","COMERCIAL MEXICANA",4,4
"LEON","ISSEG",4,4
"LEON","JOY",4,4
"LEON","CLE010511AI2 GAS",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","HOME DEPOT",4,4
"LEON","BLOCKBUSTER",4,4
"LEON","TELAS PARISINA",4,4
"LEON","WALMART",3,3
"LEON","SRIA FINANZAS Y ADMON",4,4
"LEON","SGM950714DC2 GAS",4,4
"LEON","TELCEL",4,4
"LEON","DIGITAL PCS",4,4
"LEON","SSJ000613P72 GAS",4,4
"LEON","COMERCIAL MEXICANA",4,4
"LEON","BRI960503NW1 GAS",4,4
"SILAO","BODEGA AURRERA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","WALDOS6502JARDINESDELM",4,4
"LEON","CAYC IMPORTACIONES 1",4,4
"LEON","SGM950714DC2 GAS",4,4
"LEON","SPA9906242N3 GAS",4,4
"SILAO","GIGANTE",2,2
"LEON","SBA950215KG9 GAS",4,4
"LEON","ZEGAMA",4,4
"LEON","SFA020123FJ0 GAS",4,4
"LEON","WALMART",3,3
"LEON","BODEGA AURRERA",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","WALMART",3,3
"LEON","MARTI",4,4
"LEON","SAMBA LEON I",4,4
"LEON","SFE930917NY9 GAS",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","NAL MONTE DE PIEDAD 70",4,4
"LEON","WALMART",3,3
"LEON","SISTEMA INTEGRAL HOSP",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","SGR040422JN1 GAS",4,4
"LEON","COMERCIAL MEXICANA",4,4
"LEON","SAPAL LEON HIDALGO",4,4
"LEON","WALDOS SUC 6501",4,4
"LEON","SORIANA",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","COSTCO LEON",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","BODEGA AURRERA",4,4
"LEON","VIPD CLOUTHIER",4,4
"LEON","SEL 070521C37 GAS",4,4
"LAGOS DE MORE","CCC960731NZ2 GAS",4,4
"LEON","WALMART",3,3
"LEON","SAMS",4,4
"ORIZABA","IDEAS GLAMUR OTE 6",4,4
"MORELIA","CINEPOLIS",4,4
"LEON","ESH920210N26 GAS",4,4
"LEON","BENAVIDES",4,4
"LEON","SHI980814KE9 GAS",4,4
"LEON","LA POUPEE",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","HOTEL LEON",4,4
"SILAO","BARA BAILLERES",4,4
"LEON","COMERCIALIZAD BRANTANO",4,4
"LEON","FARM GUADALAJARA",4,4
"LEON","BODEGA AURRERA",4,4
"TLALNEPANTLA","NEXTEL",4,4
"MEXICO DF","SEG BBVA RES CANCER VT",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","EXIT CLOTHING",4,4
"ZAPOPAN ","CABLEVISION",4,4
"LEON","SGL9402016D9 GAS",4,4
"SN NICOLAS D","FARM AHORRO BARRAGAN",4,4
"GUADALAJARA","BENAVIDES",4,4
"GUADALAJARA","SPLASH",4,4
"GUADALAJARA","EL GALLO DE JUAREZ",4,4
"APODACA NL","EL OFERTON DE CANTU 3",4,4
"GUADALUPE","H E B",4,4
"MONTERREY","SMART CONTRY",4,4
"SANTA CATARIN","BODEGA AURRERA",4,4
"","*** SU PAGO GRACIAS ***",4,4
"MONTERREY","FLOR CALLI DEL NORTE",4,4
"MONTERREY","SJM831223AL7 GAS",4,4
"GUADALUPE","FARM GUADALAJARA",4,4
"GENERAL ESCOB","BENAVIDES",4,4
"ESCOBEDO NL","SORIANA",4,4
"ESCOBEDO NL","SORIANA",4,4
"ESCOBEDO NL","SORIANA",4,4
"","PAGOS INTERBANCARIOS",4,4
"MONTERREY","TALABARTERIA GON GON",4,4
"SAN NICOLAS","SORIANA",4,4
"SAN NICOLAS","TELCEL",4,4
"","*** SU PAGO GRACIAS ***",4,4
"SAN NICOLAS","H E B",4,4
"MONTERREY","H E B",4,4
"MONTERREY","MM CINEMAS",4,4
"MONTERREY","MM CINEMAS",4,4
"MONTERREY","H E B",4,4
"MEXICO DF","SKY TV DC",4,4
"MONTERREY","VIPS",4,4
"MONTERREY","GHU9908115A4 GAS",4,4
"APODACA NL","SORIANA",4,4
"JUAREZ NL","SORIANA",4,4
"GUADALUPE","SORIANA",4,4
"MONTERREY","ABARROTES CRISTINA",4,4
"GUADALUPE","FARM GUADALAJARA",4,4
"GUADALUPE","ABARROTES GAGO",4,4
"GUADALUPE","ABARROTES GAGO",4,4
"MONTERREY","FARM GUADALAJARA",4,4
"MONTERREY","ONO9507278T4 GAS",4,4
"MONTERREY","CABLEVISION",4,4
"MONTERREY","FARM GUADALAJARA",4,4
"GUADALUPE","SORIANA",4,4
"SAN NICOLAS","BODEGA AURRERA",4,4
"SAN NICOLAS","SORIANA",4,4
"MONTERREY","H E B",4,4
"","*** SU PAGO GRACIAS ***",4,4
"SAN NICOLAS","FARM GUADALAJARA",4,4
"SN NICOLAS D","BILLIARDS POOL",4,4
"SAN P GARZA","HIPERMART SAN PEDRO 14",4,4
"GUADALUPE","SGM950714DC2 GAS",4,4
"SAN NICOLAS","BENAVIDES",4,4
"SANTA CATARIN","BODEGA AURRERA",4,4
"","*** SU PAGO GRACIAS ***",4,4
"MONTERREY","FARM GUADALAJARA",4,4
"ESCOBEDO NL","SORIANA",4,4
"MONTERREY","BENAVIDES",4,4
"GUADALUPE","SORIANA",4,4
"MONTERREY","LACTEOS Y CARNES LOPEZ",4,4
"CIUDAD GUADA","GIGANTE",2,2
"APODACA NL","ELECTROFERRETERA INDUS",4,4
"SAN NICOLAS","PASTELERIA LETY",4,4
"MONTERREY","EL NUEVO MUNDO 2",4,4
"SN NICOLAS D","FARM GUADALAJARA",4,4
"MONTERREY","AUTOMCDOS LEAL",4,4
"MONTERREY","SAMS",4,4
"SANTA CATARIN","FARM LA CADENA",4,4
"SANTA CATARIN","BODEGA AURRERA",4,4
"SN NICOLAS D","WALDOS6335SANNICOLAS N",4,4
"MONTERREY","MEDIOS RECREATIVOS",4,4
"MONTERREY","HEMSA AZTLAN",4,4
"","*** SU PAGO GRACIAS ***",4,4
"SAN NICOLAS","H E B",4,4
"MONTERREY","COSTCO MONTERREY 2",4,4
"GUADALUPE","H E B",4,4
"MONTERREY","FARM GUADALAJARA",4,4
"MONTERREY","MEDICA RENTAL",4,4
"MONTERREY","GIGANTE",2,2
"SANTA CATARIN","SORIANA",4,4
"MONTERREY","LACTEOS Y CARNES LOPEZ",4,4
"MONTERREY","EDM050711TY2 GAS",4,4
"MONTERREY","ABARROTES CRISTINA",4,4
"MONTERREY","FARM GUADALAJARA",4,4
"SN NICOLAS D","7 ELEVEN",4,4
"GUADALUPE","SMG950714DC2 GAS",4,4
"SAN NICOLAS","SORIANA",4,4
"APODACA NL","BODEGA AURRERA",4,4
"MONTERREY","GIGANTE",2,2
"SN NICOLAS D","PSE6602015CA GAS",4,4
"SAN P GARZA","SEARS",4,4
"GENERAL ESCOB","AUTOZONE 7046",4,4
"MONTERREY","7 ELEVEN",4,4
"MONTERREY","SGM950714DC2 GAS",4,4
"MONTERREY","CHRISTUS",4,4
"MONTERREY","DESTROYER PZA MAYOREO",4,4
"GENERAL ESCOBB","H E B",4,4
"MONTERREY","CARL S JR",4,4
"SN NICOLAS D","UPANCO FERRET REMEX",4,4
"GUADALUPE","FARM GUADALAJARA",4,4
"MONTERREY","MC DONALD S HIDALGO",4,4
"MONTERREY","PISOS AZULEJOS Y SANIT",4,4
"MONTERREY","PISOS AZULEJOS Y SANIT",4,4
"GUADALUPE","SORIANA",4,4
"MONTERREY","FARM GUADALAJARA",4,4
"SAN NICOLAS","CSA ROMULO GARZA",4,4
"MONTERREY","FARM GUADALAJARA",4,4
"GARZA GARCIA","PET040903DH1 GAS",4,4
"ALLENDE NL","ESJ9506294H1 GAS",4,4
"SAN P GARZA","HIPERMART SAN PEDRO 14",4,4
"SANTA CATARIN","PET040903DH1 GAS",4,4
"GUADALUPE","SGY010813FXA GAS",4,4
"GUADALUPE","SGY010813FXA GAS",4,4
"APODACA NL","PSE6602015CA GAS",4,4
"ANAHUAC NL","SCA930428L70 GAS",4,4
"ESCOBEDO NL","CARNES",4,4
"SAN NICOLAS","BODEGA AURRERA",4,4
"GUADALUPE","MARISCOS LA ANACUA",4,4
