"POBLACION DEL COMERCIO","NOMBRE DEL COMERCIO","Zona","Tipo"
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"ZAPOPAN ","APPLE BEES",4,4
"ZAPOPAN ","SAC680430JP6 GAS",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","VIPS",4,4
"ZAPOPAN","MCDONALDS OTERO",4,4
"CORREGIDORA","SEG MONTERREY NYL",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"TLAJOMULCO","GIGANTE",2,2
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","CINEPOLIS",4,4
"GUADALAJARA","CINEPOLIS",4,4
"ZAPOPAN ","WALMART",3,3
"GUADALAJARA","DISCO OFERTAS AGUILAR",4,4
"ZAPOPAN","INTERCERAMIC FERRAN",4,4
"GUADALAJARA","BLOCKBUSTER",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","EKAR DE GAS SAN ISIDRO",4,4
"TIJUANA BCN","BLOCKBUSTER",4,4
"GUADALAJARA","LODI LLANTAS",4,4
"MEXICO DF","SEG BBVA RES CANCER VT",4,4
"MEXICO DF","SEG BBVA RES CANCER VT",4,4
"GUADALAJARA","SNH480715A89 GAS",4,4
"ZAPOPAN ","UNIVERSAL MUEB",4,4
"GUADALAJARA","INMOBILIARIA JOROBO",4,4
"GUADALAJARA","GIGANTE",2,2
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"GUADALAJARA","SAMS",4,4
"GUADALAJARA","GIGANTE",2,2
"ZAPOPAN","GIGANTE",2,2
"GUADALAJARA","GIGANTE",2,2
"ZAPOPAN ","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","GPO900827QZ0 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"TLAQUEPAQUE","EPA0503163K6 GAS",4,4
"GUADALAJARA","SANBORNS",4,4
"AHUALULCO ","REST SOKY",4,4
"ZAPOPAN","TELCEL",4,4
"GUADALAJARA","REG SAX",4,4
"ZAPOPAN ","MEGA",4,4
"MORELIA","CINEPOLIS",4,4
"","*** SU PAGO GRACIAS ***",4,4
"ZAPOPAN","ZARA PZA DEL SOL",4,4
"ZAPOPAN ","GRUPO VANITY",4,4
"GUADALAJARA","DIST BARBA",4,4
"ZAPOPAN","COMERCIAL MEXICANA",4,4
"TLAQUEPAQUE","WALMART",3,3
"GUADALAJARA","MAXITONER",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","MEGA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","SAMS",4,4
"ZAPOPAN ","SORIANA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","FABRICAS DE FRANCIA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"TONALA ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"TLAQUEPAQUE","TELCEL",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"TONALA ","FARM GUADALAJARA",4,4
"CORREGIDORA","SEG MONTERREY NYL",4,4
"ZAPOPAN ","SAMS",4,4
"ZAPOPAN ","ZAP JULIETA",4,4
"","*** SU PAGO GRACIAS ***",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","PLASTICAJAS DE OCCTE",4,4
"ZAPOPAN ","LACOSTE",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","CINEPOLIS",4,4
"ZAPOPAN ","MVS MULTIVISION",4,4
"TLAQUEPAQUE","BODEGA AURRERA",4,4
"SN P GARZA GA","AXTEL",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","TRA031106HZ8 GAS",4,4
"GUADALAJARA","SAMS",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"ZAPOPAN ","STE970924PP4 GAS",4,4
"GUADALAJARA","SORIANA",4,4
"TLAQUEPAQUE","ITESO",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","SCA930421EJ3 GAS",4,4
"MEXICO DF","TELMEX",4,4
"ZAPOPAN ","NIKE GRAN PLAZA",4,4
"GUADALAJARA","LOB",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","SANBORNS",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"MORELIA","MEGA",4,4
"GUADALAJARA","LUMEN SUC LAZARO CARD",4,4
"TLAQUEPAQUE","HOME DEPOT",4,4
"GUADALAJARA","WALMART",3,3
"MEXICO DF","SEG ING",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","LEIMAGE",4,4
"GUADALAJARA","MC DONALDS LAZAROCARD",4,4
"GUADALAJARA","WALMART",3,3
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"TLAJOMULCO D","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","PRODUCTOS EIFFEL",4,4
"TLAQUEPAQUE","WALMART",3,3
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"MEXICO DF","GPO NAL PROV MODELO",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"MEXICO DF","SEG BANCOMER VIDA SEG",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","BENAVIDES",4,4
"GUADALAJARA","BENAVIDES",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"SN P GARZA GA","AXTEL",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"MORELIA","CINEPOLIS",4,4
"ZAPOPAN ","STE040224HD6 GAS",4,4
"TONALA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","COMERCIAL MEXICANA",4,4
"SAYULA ","BODEGA AURRERA",4,4
"ZAPOPAN","SHAKLEE GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"MEXICO DF","AIG1 MEX 01800 0064200",4,4
"MEXICO DF","AIG1 MEX 01800 0064200",4,4
"MEXICO DF","AIG1 MEX 01800 0064200",4,4
"MEXICO DF","AIG1 MEX 01800 0064200",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","ESTET EVA",4,4
"GUADALAJARA","MAGA480404AS3 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","RECAUDADORA NO 005",4,4
"TLAQUEPAQUE","RADIO SHACK",4,4
"GUADALAJARA","SANBORNS",4,4
"GUADALAJARA","WALDOS6618GUADALAJARAC",4,4
"GUADALAJARA","PASTELERIAS OK XII",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","INST CIENCIAS COMPU",4,4
"MONTERREY","MARY KAY COSMET MEX 01",4,4
"MONTERREY","MARY KAY COSMET MEX 01",4,4
"MONTERREY","MARY KAY COSMET MEX 01",4,4
"","*** SU PAGO GRACIAS ***",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","ZAP D BEBE",4,4
"GUADALAJARA","KLAUSY",4,4
"GUADALAJARA","RNC 9310287DA GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"ZAPOPAN ","ESB950126NCA GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"SN P GARZA GA","AXTEL",4,4
"GUADALAJARA","TELCEL",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","MEGA",4,4
"GUADALAJARA","MEGA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"MONTERREY","MARY KAY COSMET MEX 01",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"MORELIA","CINEPOLIS",4,4
"GUADALAJARA","SORIANA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","BODEGA AURRERA",4,4
"","*** SU PAGO GRACIAS ***",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","BLOCKBUSTER",4,4
"ZAPOPAN","BURGER KING ACUEDUCTO",4,4
"GUADALAJARA","TICKETMASTER TDI",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","BENAVIDES",4,4
"ZAPOPAN","SUPER LA PLAYA",4,4
"","PAGOS INTERBANCARIOS",4,4
"","PAGOS INTERBANCARIOS",4,4
"GUADALAJARA","NOVEDADES LUCERO",4,4
"ZAPOPAN","GIGANTE",2,2
"ZAPOPAN","GIGANTE",2,2
"GUADALAJARA","FARM GUADALAJARA",4,4
"TLAJOMULCO D","SAM S PALOMAR",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","GIGANTE",2,2
"TLAJOMULCO D","UAG7806127I8 GAS",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","M PROMODA GDL",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"SN P GARZA GA","AXTEL",4,4
"GUANAJUATO GT","CASA VALADEZ",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","SORIANA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN","GIGANTE",2,2
"GUADALAJARA","SORIANA",4,4
"ZAPOPAN","GIGANTE",2,2
"GUADALAJARA","PAPELERIA BETY",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","PASTELERIA JEFFREY",4,4
"ZAPOPAN ","SUBURBIA",4,4
"ZAPOPAN ","ADMINISTRADORA DENTAL",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"TLAQUEPAQUE","ESC0312158X6 GAS",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","TOU000718SG4 GAS",4,4
"ZAPOPAN ","GIRLS RULE",4,4
"ZAPOPAN ","SORIANA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","TELCEL",4,4
"GUADALAJARA","GPO GIRALDA",4,4
"GUADALAJARA","GRUPO GIRALDA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","COM JIM J MINA",4,4
"GUADALAJARA","TELCEL",4,4
"GUADALAJARA","TELCEL",4,4
"GUADALAJARA","TELCEL",4,4
"TLAQUEPAQUE","BODEGA AURRERA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","UAG780612718 GAS",4,4
"","*** SU PAGO GRACIAS ***",4,4
"GUADALAJARA","SAMS",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"TONALA","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","WALMART",3,3
"TLAQUEPAQUE","WALMART",3,3
"ZAPOPAN ","MVS MULTIVISION",4,4
"MEXICO DF","SIX FLAGS TAQUILLA 01",4,4
"ZAPOPAN","GIGANTE",2,2
"GUADALAJARA","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","EEN0310271G7 GAS",4,4
"ZAPOPAN ","LOS CUNADOS",4,4
"MEXICO DF","ETN",4,4
"GUADALAJARA","BANNY",4,4
"GUADALAJARA","CAFET",4,4
"GUADALAJARA","RNC 9310287DA GAS",4,4
"GUADALAJARA","ELEC VARIEDADES",4,4
"GUADALAJARA","CAS000831GQ5 GAS",4,4
"TONALA","COSTCO GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"TLAJOMULCO D","WALMART",3,3
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"","PAGOS INTERBANCARIOS",4,4
"GUADALAJARA","CALZADO VEL",4,4
"SAN JOSE DEL","COMERCIAL MEXICANA",4,4
"SN P GARZA GA","AXTEL",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","SAMS",4,4
"GUADALAJARA","SLM701208JZ6 GAS",4,4
"MEXICO DF","MAS TV SENAL CAB",4,4
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"GUADALAJARA","SORIANA",4,4
"GUADALAJARA","7 CHEDRAUI",4,4
"MEXICO DF","INNOVA",4,4
"GUADALAJARA","FANTASIAS MIGUEL",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","ROPA Y NOVEDADES LUCY",4,4
"ZAPOPAN ","MISTER TENNIS",4,4
"ZAPOPAN ","PASTELERIAS OK",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","WALMART",3,3
"MORELIA","CINEPOLIS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"TLAJOMULCO D","BODEGA AURRERA",4,4
"GUADALAJARA","BOL GUADALAJARA",4,4
"ZAPOPAN ","SIZ9709035S9 GAS",4,4
"ZAPOPAN ","PAST CAF MIKY S RL CV",4,4
"MEXICO DF","CLICK MEXICANA VT",4,4
"MEXICO DF","CLICK MEXICANA VT",4,4
"ZAPOPAN","SAMBA GDL GRAN PZA II",4,4
"ZAPOPAN","SAMBA GDL GRAN PZA II",4,4
"ZAPOPAN ","CABLEVISION",4,4
"EL SALTO","MOTEL AEROPUERTO",4,4
"ZAPOPAN ","STEREN",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"TLAJOMULCO D","SAM S PALOMAR",4,4
"GUADALAJARA","FABRICAS DE FRANCIA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","SANBORNS",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"TONALA ","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","BODEGA AURRERA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"MORELIA","CINEPOLIS",4,4
"TONALA ","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"CORREGIDORA","SEG MONTERREY NYL",4,4
"ZAPOPAN","GIGANTE",2,2
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"TONALA","COSTCO GUADALAJARA",4,4
"GUADALAJARA","JESS CO",4,4
"TLAQUEPAQUE","ETN",4,4
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","CEMEX CONCRETOS",4,4
"ZAPOPAN ","SAMS",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","TITAS SPORT S CENTER",4,4
"GUADALAJARA","PAPILLON AV REVOLUCION",4,4
"GUADALAJARA","TITAS SPORT S CENTER",4,4
"ZAPOPAN ","CARL S JR",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"ZAPOPAN ","SAMS",4,4
"GUADALAJARA","BENAVIDES",4,4
"GUADALAJARA","BENAVIDES",4,4
"GUADALAJARA","SUPERAMA",4,4
"TLAJOMULCO D","FARM GUADALAJARA",4,4
"ZAPOPAN ","HIPER BUGAMBILIAS 16",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"MORELIA","CINEPOLIS",4,4
"MORELIA","CINEPOLIS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"CULIACAN SIN","PASTELERIAS PANAMA 02",4,4
"ZAPOPAN ","SORIANA",4,4
"MEXICO DF","REC H SEVILLA PALACE",4,4
"GUADALAJARA","LA SURTIDORA 01",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","GVI660404PD1 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","SORIANA",4,4
"ZAPOPAN ","SORIANA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN ","ZABO640601KN8 GAS",4,4
"GUADALAJARA","MEGA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","CAFET",4,4
"NAUCALPAN EM","CINEPOLIS",4,4
"TONALA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","MCA020415FY9 GAS",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"TLAJOMULCO","MARSEL GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","OFFICE DEPOT",4,4
"ZAPOTLANEJO J","GIANNI S BOUT",4,4
"GUADALAJARA","WALMART",3,3
"ZAPOPAN ","CABLEVISION",4,4
"TONALA ","GCO030210ME9 GAS",4,4
"ZAPOPAN","GIGANTE",2,2
"TLAJOMULCO D","FARM GUADALAJARA",4,4
"ZAPOPAN","SANBORNS",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","PERFUMERIA MODERNA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM DERMATOLOGICA",4,4
"GUADALAJARA","TELCEL",4,4
"GUADALAJARA","GNP NAL PROVINCIAL 06",4,4
"GUADALAJARA","EL CRISOL DE LA PSIC 1",4,4
"GUADALAJARA","COMERCIO GARCIA",4,4
"SN P GARZA GA","AXTEL",4,4
"ZAPOPAN","GIGANTE",2,2
"TLAQUEPAQUE","BODEGA AURRERA",4,4
"TLAJOMULCO D","EPL031124JV2 GAS",4,4
"TLAQUEPAQUE","WALMART",3,3
"GUADALAJARA","ELECT SAN JOSE",4,4
"TONALA ","ESS0309154M2 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","WALMART",3,3
"TALA ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","SUPER LA PLAYA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","GBD031003B28 GAS",4,4
"GUADALAJARA","NEXTEL",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","TELCEL",4,4
"MEXICO DF","GPO940701I40 GAS",4,4
"ZAPOPAN ","WALMART",3,3
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","MEGA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"PTO VALLARTAR","FARM GUADALAJARA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","WALMART",3,3
"MONTERREY","MARY KAY COSMET MEX 01",4,4
"PTO VALLARTA","SUPER LA PLAYA",4,4
"ZAPOPAN ","FARMACIAS SIMILARES",1,1
"GUADALAJARA","BODEGA AURRERA",4,4
"ZAPOPAN ","BODEGA AURRERA",4,4
"ZAPOPAN","LAILA INTIMA",4,4
"GUADALAJARA","GIGANTE",2,2
"ZAPOPAN","BENAVIDES",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","FARM GUADALAJARA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"ZAPOPAN ","HIPER BUGAMBILIAS 16",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","GIGANTE",2,2
"ZAPOPAN ","7 ELEVEN",4,4
"GUADALAJARA","MC DONALDS AMERICAS",4,4
"GUADALAJARA","RNC 9310287DA GAS",4,4
"ZAPOPAN ","MARTI GALS GUAD",4,4
"TONALA ","WALMART",3,3
"GUADALAJARA","TELCEL",4,4
"GUADALAJARA","INST CIENCIAS COMPU",4,4
"MEXICO DF","AIG1 MEX 01800 0064200",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","LA ESTRELLA 03",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","WALMART",3,3
"MEXICO DF","SEG DANOS ACCIDENT",4,4
"MORELIA","CINEPOLIS",4,4
"GUADALAJARA","GIGANTE",2,2
"GUADALAJARA","GIGANTE",2,2
"ZAPOPAN ","SORIANA",4,4
"ZAPOPAN","GIGANTE",2,2
"ZAPOPAN ","WALMART",3,3
"GUADALAJARA","AXTEL",4,4
"ZAPOPAN ","SIZ9709035S9 GAS",4,4
"GUADALAJARA","SOB940212F19 GAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"GUADALAJARA","FARMACIAS SIMILARES",1,1
"TLAJOMULCO D","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","WALMART",3,3
"ZAPOPAN","GIGANTE",2,2
"ZAPOPAN ","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"MEXICO DF","SEG BBVA RES CANCER VT",4,4
"MEXICO DF","SEG BBVA RES CANCER VT",4,4
"GUADALAJARA","TELCEL",4,4
"ZAPOPAN ","LIVERPOOL",4,4
"TLAJOMULCO D","SAM S PALOMAR",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","SAMS",4,4
"GUADALAJARA","SLM701208JZ6 GAS",4,4
"GUADALAJARA","SUPER XX",4,4
"GUADALAJARA","FINA S",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"TLAJOMULCO D","FARM GUADALAJARA",4,4
"ZAPOPAN ","REST BAR EL CAMPESINO",4,4
"ZAPOPAN ","CABLEVISION",4,4
"ZAPOPAN","GIGANTE",2,2
"TONALA ","WALMART",3,3
"GUADALAJARA","WALMART",3,3
"ZAPOPAN ","SU SUPER",4,4
"ZAPOPAN ","SIZ9709035S9 GAS",4,4
"GUADALAJARA","POLLO PEPE",4,4
"ZAPOPAN ","CAS000831GQ5 GAS",4,4
"GUADALAJARA","PLASTIPIN ESCOLAR",4,4
"ZAPOPAN","GIGANTE",2,2
"GUADALAJARA","LA TERRAZA D LA ABUELA",4,4
"GUADALAJARA","AZULEJOS Y COM",4,4
"ZAPOPAN","GIGANTE",2,2
"TLAJOMULCO D","FARM GUADALAJARA",4,4
"TLAJOMULCO D","FARM GUADALAJARA",4,4
"GUADALAJARA","GIGANTE",2,2
"PTO VALLARTA","COMERCIAL MEXICANA",4,4
"GUADALAJARA","NOVEDADES LUCERO",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"TLAJOMULCO D","WALMART",3,3
"GUADALAJARA","BOLERAMA TAPATIO",4,4
"GUADALAJARA","EXPO RENT A CAR",4,4
"MEXICO DF","AIG1 MEX 01800 0064200",4,4
"GUADALAJARA","TUR050706DA1 GAS",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"TLAQUEPAQUE","GIGANTE",2,2
"TLAQUEPAQUE","BODEGA AURRERA",4,4
"CONCEPCION DE","HOTEL HAC SAN JAVIER",4,4
"GUADALAJARA","CALZADO FG",4,4
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","WALMART",3,3
"GUADALAJARA","TELCEL",4,4
"ZAPOPAN ","DISENOS DE CARTON",4,4
"GUADALAJARA","TUR050706DA1 GAS",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","MERKA COMERCIALIZ",4,4
"ZAPOPAN ","CABLEVISION",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","COMERCIO GARCIA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"MONTERREY","MM CINEMAS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN ","GME020129CN5 GAS",4,4
"ZAPOPAN ","WALMART",3,3
"MORELIA","CINEPOLIS",4,4
"MORELIA","CINEPOLIS",4,4
"GUADALAJARA","SORIANA",4,4
"GUADALAJARA","LA SURTIDORA 01",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN","FARM GUADALAJARA",4,4
"ZAPOPAN ","CABLEVISION",4,4
"","PAGOS INTERBANCARIOS",4,4
"GUADALAJARA","LOB",4,4
"TIJUANA BCN","BOP970701TK2 GAS",4,4
"ENSENADA BCN","MUMA430915RE3 GAS",4,4
"ENSENADA BCN","MUMA430915RE3 GAS",4,4
"GUADALAJARA","BE ES",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"GUADALAJARA","WALMART",3,3
"TLAJOMULCO","GIGANTE",2,2
"GUADALAJARA","SIAPA",4,4
"ZAPOPAN ","FARM GUADALAJARA",4,4
"ZAPOPAN ","LA MARTINICA",4,4
"GUADALAJARA","SAMS",4,4
"GUADALAJARA","NUCLEO DE DIAGNOSTICO",4,4
"GUADALAJARA","TELCEL",4,4
"GUADALAJARA","GJO960516GR6 GAS",4,4
"GUADALAJARA","BODEGA AURRERA",4,4
"ZAPOPAN ","R S PLAZA CORDILLERAS",4,4
"ZAPOPAN ","SORIANA",4,4
"GUADALAJARA","SEGUROS MONTERREY",4,4
"GUADALAJARA","SANBORNS",4,4
"GUADALAJARA","FARM GUADALAJARA",4,4
"GUADALAJARA","CAS000831GQ5 GAS",4,4
